R,G,I,F
1,43,73,8470953.96770115
1,43,74,8556214.527656045
1,43,75,8577710.13584867
1,43,76,8445516.637674067
1,43,77,8504287.915083759
1,43,78,8451204.410028825
1,43,79,8417051.910811374
1,43,80,8454970.775033236
1,43,81,8665680.198797522
1,43,82,8515970.14223883
1,43,83,8624274.840844402
1,43,84,8652001.207211884
1,43,85,8686432.082808008
1,43,86,8535400.673921958
1,43,87,8477887.594303744
1,43,88,8683169.221584173
1,43,89,8422143.140355477
1,43,90,8460916.1783912
1,43,91,8414263.001375092
1,43,92,8634296.740131162
1,43,93,8482706.818228278
1,43,94,8582709.03461191
1,43,95,8546572.149902418
1,43,96,8457022.548902653
1,43,97,8414263.001375092
1,43,98,8524378.575646207
1,43,99,8460916.1783912
1,44,0,8460916.1783912
1,44,1,8556075.120247986
1,44,2,8406562.002078699
1,44,3,8518676.963299314
1,44,4,8489398.530784113
1,44,5,8626512.864773821
1,44,6,8532656.618473994
1,44,7,8408070.168926192
1,44,8,8472186.92964203
1,44,9,8484877.259253638
1,44,10,8709983.89093825
1,44,11,8687044.339131664
1,44,12,8490475.087177044
1,44,13,8433727.536181988
1,44,14,8443638.328332892
1,44,15,8476646.754162863
1,44,16,8427399.27463746
1,44,17,8358922.634905933
1,44,18,8449918.45668939
1,44,19,8441231.429497652
1,44,20,8406282.151672797
1,44,21,8521532.7787058
1,44,22,8303533.76506359
1,44,23,8406282.151672797
1,44,24,8350454.096345825
1,44,25,8532076.731155993
1,44,26,8590178.649855442
1,44,27,8517497.979586968
1,44,28,8559035.445400804
1,44,29,8567468.33257242
1,44,30,8534242.907440463
1,44,31,8473059.898844661
1,44,32,8406282.151672797
1,44,33,8454970.775033236
1,44,34,8422143.140355477
1,44,35,8419588.024511239
1,44,36,8603155.58208104
1,44,37,8624040.6684231
1,44,38,8454970.775033236
1,44,39,8619941.44874476
1,44,40,8422143.140355477
1,44,41,8406282.151672797
1,44,42,8382256.521431439
1,44,43,8442389.655283835
1,44,44,8326714.692281515
1,44,45,8407920.226960683
1,44,46,8532320.68695048
1,44,47,8451827.055853251
1,44,48,8472186.92964203
1,44,49,8561317.212026168
1,44,50,8546572.149902418
1,44,51,8564860.6632729
1,44,52,8564075.153853359
1,44,53,8616562.393078377
1,44,54,8616399.954910934
1,44,55,8566100.038512986
1,44,56,8582717.925415576
1,44,57,8414263.001375092
1,44,58,8625263.99925438
1,44,59,8605551.37627208
1,44,60,8396847.081666274
1,44,61,8686432.082808008
1,44,62,8549188.36712164
1,44,63,8497274.429029388
1,44,64,8721032.46221026
1,44,65,8484132.180918796
1,44,66,8537735.319986545
1,44,67,8495111.975585958
1,44,68,8616498.294256996
1,44,69,8467105.122477666
1,44,70,8454970.775033236
1,44,71,8396847.081666274
1,44,72,8417149.012453128
1,44,73,8588582.94362899
1,44,74,8515282.161742788
1,44,75,8428194.687248114
1,44,76,8683958.815490233
1,44,77,8414263.001375092
1,44,78,8445516.637674067
1,44,79,8567443.955774646
1,44,80,8404067.414441174
1,44,81,8402509.396287126
1,44,82,8809138.845935713
1,44,83,8780502.504131198
1,44,84,8494697.42738969
1,44,85,8581816.442849757
1,44,86,8414263.001375092
1,44,87,8422143.140355477
1,44,88,8426664.966694385
1,44,89,8550540.04322539
1,44,90,8457096.747497827
1,44,91,8462069.060004273
1,44,92,8480298.695717726
1,44,93,8283451.389189899
1,44,94,8482706.818228278
1,44,95,8491918.270960676
1,44,96,8472186.92964203
1,44,97,8462069.060004273
1,44,98,8557592.545033794
1,44,99,8545062.66686283
1,45,0,8503347.1694624
1,45,1,8453477.908312498
1,45,2,8601015.78939545
1,45,3,8600961.114885679
1,45,4,8476125.909971105
1,45,5,8504277.83090569
1,45,6,8433727.536181988
1,45,7,8406282.151672797
1,45,8,8651188.453962468
1,45,9,8595655.634021875
1,45,10,8477163.612117875
1,45,11,8485950.385822563
1,45,12,8555528.461831067
1,45,13,8615749.874873335
1,45,14,8405510.155746909
1,45,15,8472186.92964203
1,45,16,8473059.898844661
1,45,17,8406282.151672797
1,45,18,8406282.151672797
1,45,19,8407920.226960683
1,45,20,8350454.096345825
1,45,21,8546572.149902418
1,45,22,8398555.72635885
1,45,23,8398186.32574603
1,45,24,8463631.025207443
1,45,25,8454631.341041716
1,45,26,8382256.521431439
1,45,27,8441231.429497652
1,45,28,8495938.14091204
1,45,29,8641729.22393342
1,45,30,8404067.414441174
1,45,31,8567468.33257242
1,45,32,8556424.231087308
1,45,33,8503338.856199538
1,45,34,8417149.012453128
1,45,35,8449918.45668939
1,45,36,8560345.981281387
1,45,37,8643210.417665582
1,45,38,8499795.303689362
1,45,39,8330361.17302059
1,45,40,8578707.16015632
1,45,41,8718949.191357134
1,45,42,8472871.747468663
1,45,43,8462771.726254962
1,45,44,8348090.786117714
1,45,45,8375077.430689491
1,45,46,8249226.842895064
1,45,47,8409196.418156745
1,45,48,8443771.09399446
1,45,49,8480957.907773305
1,45,50,8430523.51920072
1,45,51,8426664.966694385
1,45,52,8549188.36712164
1,45,53,8581544.492757883
1,45,54,8460916.1783912
1,45,55,8534242.907440463
1,45,56,8472186.92964203
1,45,57,8350454.096345825
1,45,58,8303533.76506359
1,45,59,8461825.80179927
1,45,60,8644739.173490072
1,45,61,8645025.2869548
1,45,62,8460518.769728871
1,45,63,8535465.356260037
1,45,64,8462069.060004273
1,45,65,8472186.92964203
1,45,66,8606042.740375973
1,45,67,8608430.332377939
1,45,68,8448765.07134945
1,45,69,8448448.224242331
1,45,70,8707071.0369658
1,45,71,8400098.9546392
1,45,72,8579389.531707764
1,45,73,8519852.82386508
1,45,74,8565993.816117723
1,45,75,8663735.996519761
1,45,76,8560178.880099919
1,45,77,8563533.525265936
1,45,78,8490126.518485123
1,45,79,8440263.340246081
1,45,80,8474022.75876337
1,45,81,8415076.55550931
1,45,82,8414263.001375092
1,45,83,8422143.140355477
1,45,84,8578299.235915694
1,45,85,8567549.232531827
1,45,86,8644937.151424117
1,45,87,8566831.635756664
1,45,88,8396847.081666274
1,45,89,8556075.120247986
1,45,90,8422143.140355477
1,45,91,8564860.6632729
1,45,92,8495111.975585958
1,45,93,8406282.151672797
1,45,94,8659548.977613268
1,45,95,8656895.58895514
1,45,96,8510329.244800877
1,45,97,8535402.74419924
1,45,98,8358922.634905933
1,45,99,8557592.545033794
1,46,0,8569938.79696732
1,46,1,8644224.66065677
1,46,2,8405365.556633364
1,46,3,8518348.274911612
1,46,4,8330361.17302059
1,46,5,8448448.224242331
1,46,6,8589774.11942443
1,46,7,8445235.470452093
1,46,8,8644937.151424117
1,46,9,8330361.17302059
1,46,10,8572274.488810424
1,46,11,8577032.08988386
1,46,12,8350454.096345825
1,46,13,8432545.725141766
1,46,14,8380748.13404152
1,46,15,8581142.545108693
1,46,16,8458703.974690108
1,46,17,8442766.80675766
1,46,18,8404067.414441174
1,46,19,8534242.907440463
1,46,20,8454293.959159411
1,46,21,8478223.718242576
1,46,22,8377628.322155965
1,46,23,8356132.0063998345
1,46,24,8398555.72635885
1,46,25,8460916.1783912
1,46,26,8404067.414441174
1,46,27,8414263.001375092
1,46,28,8519852.82386508
1,46,29,8409196.418156745
1,46,30,8474022.75876337
1,46,31,8608430.332377939
1,46,32,8350454.096345825
1,46,33,8441231.429497652
1,46,34,8443771.09399446
1,46,35,8400098.9546392
1,46,36,8608430.332377939
1,46,37,8417149.012453128
1,46,38,8345073.627316602
1,46,39,8443286.113289004
1,46,40,8710684.795662917
1,46,41,8506908.088795168
1,46,42,8406282.151672797
1,46,43,8417149.012453128
1,46,44,8666548.815914422
1,46,45,8571410.266771331
1,46,46,8583522.107223
1,46,47,8598357.19404365
1,46,48,8473059.898844661
1,46,49,8404067.414441174
1,46,50,8362671.97746125
1,46,51,8529931.964497047
1,46,52,8609846.66055238
1,46,53,8666819.693342423
1,46,54,8382256.521431439
1,46,55,8659548.977613268
1,46,56,8422445.592689052
1,46,57,8431080.49022798
1,46,58,8393072.671044948
1,46,59,8369429.464434433
1,46,60,8499795.303689362
1,46,61,8556075.120247986
1,46,62,8723028.756305685
1,46,63,8880349.69953585
1,46,64,8413283.166975956
1,46,65,8506239.32812357
1,46,66,8506916.495213997
1,46,67,8703702.028972194
1,46,68,8406282.151672797
1,46,69,8403460.07065555
1,46,70,8635714.113867205
1,46,71,8558175.772439092
1,46,72,8350826.253996002
1,46,73,8511234.997771397
1,46,74,8454631.341041716
1,46,75,8414263.001375092
1,46,76,8363295.858371564
1,46,77,8394827.998358397
1,46,78,8634770.314296877
1,46,79,8611997.167612819
1,46,80,8414263.001375092
1,46,81,8564860.6632729
1,46,82,8454631.341041716
1,46,83,8443771.09399446
1,46,84,8350454.096345825
1,46,85,8350454.096345825
1,46,86,8643210.417665582
1,46,87,8350454.096345825
1,46,88,8464991.086260712
1,46,89,8496586.510244075
1,46,90,8537288.785910219
1,46,91,8339957.92119915
1,46,92,8398555.72635885
1,46,93,8303533.76506359
1,46,94,8350454.096345825
1,46,95,8656895.58895514
1,46,96,8472186.92964203
1,46,97,8534242.907440463
1,46,98,8470503.06728596
1,46,99,8484658.621836351
1,47,0,8464652.233520305
1,47,1,8513876.026862904
1,47,2,8565058.760264965
1,47,3,8551770.338160051
1,47,4,8591231.946768802
1,47,5,8564183.057425264
1,47,6,8460916.1783912
1,47,7,8339957.92119915
1,47,8,8417149.012453128
1,47,9,8443286.113289004
1,47,10,8351377.386930015
1,47,11,8350454.096345825
1,47,12,8362671.97746125
1,47,13,8350454.096345825
1,47,14,8357363.103932583
1,47,15,8653970.150999423
1,47,16,8398555.72635885
1,47,17,8414263.001375092
1,47,18,8450573.542465398
1,47,19,8412694.339517362
1,47,20,8511156.03250366
1,47,21,8414379.254053248
1,47,22,8514275.83063804
1,47,23,8432008.465176823
1,47,24,8513144.209346361
1,47,25,8479624.184967112
1,47,26,8369429.464434433
1,47,27,8464991.086260712
1,47,28,8589013.524179958
1,47,29,8535069.806498755
1,47,30,8532805.705619883
1,47,31,8399499.732668819
1,47,32,8339167.931489064
1,47,33,8522280.44069611
1,47,34,8634258.650655676
1,47,35,8450751.424587972
1,47,36,8404067.414441174
1,47,37,8506916.495213997
1,47,38,8523977.444584794
1,47,39,8395812.039772168
1,47,40,8404067.414441174
1,47,41,8496586.510244075
1,47,42,8481416.387462499
1,47,43,8454567.145473786
1,47,44,8471152.17989699
1,47,45,8545257.41409578
1,47,46,8409196.418156745
1,47,47,8398555.72635885
1,47,48,8431080.49022798
1,47,49,8350454.096345825
1,47,50,8404067.414441174
1,47,51,8397461.787013117
1,47,52,8303533.76506359
1,47,53,8445293.71946803
1,47,54,8626092.309398407
1,47,55,8513841.839667778
1,47,56,8571421.663173018
1,47,57,8533907.391076952
1,47,58,8450292.629790802
1,47,59,8405150.616617057
1,47,60,8445235.470452093
1,47,61,8414263.001375092
1,47,62,8538430.706647083
1,47,63,8495669.340376977
1,47,64,8414263.001375092
1,47,65,8414263.001375092
1,47,66,8470503.06728596
1,47,67,8369429.464434433
1,47,68,8587064.744086595
1,47,69,8642963.13156892
1,47,70,8586405.58446911
1,47,71,8597006.365590839
1,47,72,8350454.096345825
1,47,73,8409532.666026732
1,47,74,8538053.097977445
1,47,75,8444525.006300107
1,47,76,8505696.803608272
1,47,77,8534130.27221321
1,47,78,8382256.521431439
1,47,79,8412018.18283116
1,47,80,8432545.725141766
1,47,81,8369429.464434433
1,47,82,8432498.271251233
1,47,83,8594422.239919642
1,47,84,8303533.76506359
1,47,85,8470503.06728596
1,47,86,8369429.464434433
1,47,87,8558175.772439092
1,47,88,8591617.572877329
1,47,89,8532434.388822546
1,47,90,8377628.322155965
1,47,91,8598357.19404365
1,47,92,8441443.266586777
1,47,93,8293764.490591737
1,47,94,8430432.466854045
1,47,95,8381603.133902018
1,47,96,8470503.06728596
1,47,97,8404067.414441174
1,47,98,8422997.72837858
1,47,99,8330361.17302059
1,48,0,8605173.737753186
1,48,1,8601056.111867404
1,48,2,8488589.640392007
1,48,3,8458152.944388576
1,48,4,8404067.414441174
1,48,5,8350454.096345825
1,48,6,8412018.18283116
1,48,7,8414263.001375092
1,48,8,8601069.799824214
1,48,9,8359743.083368314
1,48,10,8414263.001375092
1,48,11,8350454.096345825
1,48,12,8524765.592713118
1,48,13,8300029.32298742
1,48,14,8422151.702656657
1,48,15,8575369.15071011
1,48,16,8530522.654587101
1,48,17,8359832.1559038665
1,48,18,8351377.386930015
1,48,19,8395812.039772168
1,48,20,8410266.810234465
1,48,21,8472704.674842808
1,48,22,8490390.62175476
1,48,23,8564763.901138937
1,48,24,8522123.751415567
1,48,25,8617723.367531136
1,48,26,8303533.76506359
1,48,27,8409532.666026732
1,48,28,8504556.892836617
1,48,29,8513333.59954615
1,48,30,8571565.191136321
1,48,31,8519549.483782567
1,48,32,8466998.897236003
1,48,33,8594456.532236686
1,48,34,8303533.76506359
1,48,35,8350454.096345825
1,48,36,8612237.51686075
1,48,37,8526523.175458852
1,48,38,8441156.329094114
1,48,39,8404154.484905513
1,48,40,8502266.479907217
1,48,41,8502579.66140338
1,48,42,8377628.322155965
1,48,43,8443233.968400566
1,48,44,8483945.368265618
1,48,45,8494619.113236468
1,48,46,8513841.839667778
1,48,47,8422997.72837858
1,48,48,8466033.660545802
1,48,49,8297519.447798266
1,48,50,8426960.780772995
1,48,51,8514344.568882285
1,48,52,8468698.407329306
1,48,53,8431070.968958171
1,48,54,8430432.466854045
1,48,55,8350454.096345825
1,48,56,8493120.64376983
1,48,57,8591210.350049421
1,48,58,8586405.58446911
1,48,59,8417149.012453128
1,48,60,8438172.589879913
1,48,61,8459974.492218751
1,48,62,8477818.031058777
1,48,63,8494353.642408991
1,48,64,8553983.473053807
1,48,65,8466682.538582446
1,48,66,8404067.414441174
1,48,67,8479624.184967112
1,48,68,8535069.806498755
1,48,69,8470503.06728596
1,48,70,8513841.839667778
1,48,71,8431080.49022798
1,48,72,8409532.666026732
1,48,73,8303533.76506359
1,48,74,8369429.464434433
1,48,75,8293764.490591737
1,48,76,8365522.351999732
1,48,77,8450521.19724013
1,48,78,8409532.666026732
1,48,79,8404067.414441174
1,48,80,8465742.863400366
1,48,81,8336284.652773949
1,48,82,8545257.41409578
1,48,83,8543020.693266582
1,48,84,8414263.001375092
1,48,85,8350454.096345825
1,48,86,8455861.767965484
1,48,87,8602777.247304784
1,48,88,8617401.46755736
1,48,89,8563837.384714765
1,48,90,8350454.096345825
1,48,91,8369429.464434433
1,48,92,8369429.464434433
1,48,93,8412018.18283116
1,48,94,8434229.34854229
1,48,95,8489657.69367025
1,48,96,8330503.594549403
1,48,97,8403436.839309674
1,48,98,8431080.49022798
1,48,99,8450292.629790802
1,49,0,8399042.257541409
1,49,1,8539913.122780625
1,49,2,8692365.935204301
1,49,3,8467039.585322121
1,49,4,8404154.484905513
1,49,5,8403436.839309674
1,49,6,8414263.001375092
1,49,7,8395812.039772168
1,49,8,8458152.944388576
1,49,9,8465742.863400366
1,49,10,8524477.373111097
1,49,11,8420010.376098633
1,49,12,8594567.899457531
1,49,13,8472513.85126681
1,49,14,8551669.363719407
1,49,15,8443014.920244675
1,49,16,8469243.250390101
1,49,17,8408200.54253541
1,49,18,8580224.791731272
1,49,19,8470368.276131071
1,49,20,8409532.666026732
1,49,21,8404067.414441174
1,49,22,8506858.032018986
1,49,23,8572722.777447537
1,49,24,8422997.72837858
1,49,25,8395812.039772168
1,49,26,8303533.76506359
1,49,27,8478727.320895378
1,49,28,8604785.72285502
1,49,29,8547156.903873475
1,49,30,8365522.351999732
1,49,31,8297519.447798266
1,49,32,8597731.664686581
1,49,33,8599567.012042893
1,49,34,8336104.463707726
1,49,35,8463232.726799417
1,49,36,8433758.601063551
1,49,37,8452332.334167928
1,49,38,8538174.102063542
1,49,39,8521724.072165878
1,49,40,8390886.844450526
1,49,41,8580463.743868664
1,49,42,8484169.60787163
1,49,43,8645757.533082703
1,49,44,8328427.961480129
1,49,45,8442974.485706707
1,49,46,8540433.66270087
1,49,47,8445710.777144944
1,49,48,8490499.71658505
1,49,49,8553061.92170612
1,49,50,8553983.473053807
1,49,51,8441156.329094114
1,49,52,8538074.513827872
1,49,53,8298079.05727278
1,49,54,8470393.5939831
1,49,55,8504682.549793081
1,49,56,8422997.72837858
1,49,57,8431080.49022798
1,49,58,8369034.11997932
1,49,59,8347875.252872168
1,49,60,8338662.918700445
1,49,61,8409849.299512481
1,49,62,8426381.618196366
1,49,63,8553243.694548901
1,49,64,8570683.91045153
1,49,65,8526950.167828334
1,49,66,8605030.312975043
1,49,67,8657731.329665195
1,49,68,8422151.702656657
1,49,69,8530522.654587101
1,49,70,8596277.074068172
1,49,71,8611710.887893248
1,49,72,8359832.1559038665
1,49,73,8422151.702656657
1,49,74,8359743.083368314
1,49,75,8594456.532236686
1,49,76,8518191.84977486
1,49,77,8439943.993253125
1,49,78,8362209.067647405
1,49,79,8360416.693102618
1,49,80,8466998.897236003
1,49,81,8303533.76506359
1,49,82,8330503.594549403
1,49,83,8350454.096345825
1,49,84,8531590.867599966
1,49,85,8495472.825115783
1,49,86,8468698.407329306
1,49,87,8350454.096345825
1,49,88,8297364.05608891
1,49,89,8398748.65857975
1,49,90,8681346.248118272
1,49,91,8443903.902249431
1,49,92,8549372.30554035
1,49,93,8418265.572870748
1,49,94,8504660.757228833
1,49,95,8458354.47102897
1,49,96,8655706.768048367
1,49,97,8600885.694478242
1,49,98,8457094.122427108
1,49,99,8470883.501471575
1,50,0,8439697.836286409
1,50,1,8471672.98823917
1,50,2,8369034.11997932
1,50,3,8441156.329094114
1,50,4,8495881.168084472
1,50,5,8495924.82789977
1,50,6,8538074.513827872
1,50,7,8292201.256404598
1,50,8,8531202.1099331
1,50,9,8537157.120247526
1,50,10,8360416.693102618
1,50,11,8297364.05608891
1,50,12,8508352.979452861
1,50,13,8543931.652760174
1,50,14,8390886.844450526
1,50,15,8409532.666026732
1,50,16,8456162.427394304
1,50,17,8478647.632879121
1,50,18,8337542.676370926
1,50,19,8422151.702656657
1,50,20,8351293.246073752
1,50,21,8314433.252290275
1,50,22,8513802.052430231
1,50,23,8397428.09624623
1,50,24,8307481.778962348
1,50,25,8431080.49022798
1,50,26,8418265.572870748
1,50,27,8551669.363719407
1,50,28,8495363.176805856
1,50,29,8473982.478645807
1,50,30,8424007.55134527
1,50,31,8493011.49629613
1,50,32,8362209.067647405
1,50,33,8369034.11997932
1,50,34,8443014.920244675
1,50,35,8420010.376098633
1,50,36,8567388.226090118
1,50,37,8414560.377539165
1,50,38,8655706.768048367
1,50,39,8465742.863400366
1,50,40,8358550.521188348
1,50,41,8460365.68468264
1,50,42,8596927.377047012
1,50,43,8515848.591738999
1,50,44,8408200.54253541
1,50,45,8539913.122780625
1,50,46,8280907.763638341
1,50,47,8400043.035815049
1,50,48,8399364.632477459
1,50,49,8594728.779952683
1,50,50,8531888.215660892
1,50,51,8360591.651758488
1,50,52,8553983.473053807
1,50,53,8539913.122780625
1,50,54,8404067.414441174
1,50,55,8408200.54253541
1,50,56,8518191.84977486
1,50,57,8443014.920244675
1,50,58,8614672.953991117
1,50,59,8685026.145353308
1,50,60,8426381.618196366
1,50,61,8347875.252872168
1,50,62,8421074.410071759
1,50,63,8273664.24472459
1,50,64,8297364.05608891
1,50,65,8303533.76506359
1,50,66,8450285.350697063
1,50,67,8636165.973583655
1,50,68,8557370.13842573
1,50,69,8500009.379259689
1,50,70,8374812.73185463
1,50,71,8692365.935204301
1,50,72,8515652.50589186
1,50,73,8429564.602886656
1,50,74,8561116.72868999
1,50,75,8440448.591354556
1,50,76,8414263.001375092
1,50,77,8420010.376098633
1,50,78,8338662.918700445
1,50,79,8336104.463707726
1,50,80,8512770.254168812
1,50,81,8436258.886635218
1,50,82,8436161.138869587
1,50,83,8455316.755022816
1,50,84,8443368.792541495
1,50,85,8628682.472758044
1,50,86,8363938.880592781
1,50,87,8433231.734360706
1,50,88,8439943.993253125
1,50,89,8338662.918700445
1,50,90,8535305.530815609
1,50,91,8653858.8696053
1,50,92,8374984.235243317
1,50,93,8559333.49091635
1,50,94,8384165.586906933
1,50,95,8519410.157999143
1,50,96,8390886.844450526
1,50,97,8362209.067647405
1,50,98,8390886.844450526
1,50,99,8551669.363719407
1,51,0,8369062.654991274
1,51,1,8446559.983834377
1,51,2,8460843.726427993
1,51,3,8374738.508156651
1,51,4,8491859.476634981
1,51,5,8469038.324738968
1,51,6,8404067.414441174
1,51,7,8420010.376098633
1,51,8,8358550.521188348
1,51,9,8551669.363719407
1,51,10,8400098.666689958
1,51,11,8422833.388104865
1,51,12,8418912.97701951
1,51,13,8562368.864218194
1,51,14,8414560.377539165
1,51,15,8436258.886635218
1,51,16,8336104.463707726
1,51,17,8397428.09624623
1,51,18,8512193.130402347
1,51,19,8493846.17232063
1,51,20,8369034.11997932
1,51,21,8424007.55134527
1,51,22,8336101.1197769735
1,51,23,8660158.68000564
1,51,24,8358550.521188348
1,51,25,8384165.586906933
1,51,26,8365778.076909184
1,51,27,8565638.832018016
1,51,28,8471672.98823917
1,51,29,8441156.329094114
1,51,30,8314433.252290275
1,51,31,8297364.05608891
1,51,32,8358550.521188348
1,51,33,8441156.329094114
1,51,34,8504053.510404818
1,51,35,8506020.388226336
1,51,36,8525021.301589126
1,51,37,8563918.563253848
1,51,38,8362209.067647405
1,51,39,8400043.035815049
1,51,40,8443368.792541495
1,51,41,8436161.138869587
1,51,42,8309440.676315509
1,51,43,8288389.229920871
1,51,44,8572254.54124176
1,51,45,8459743.87670836
1,51,46,8364545.307990135
1,51,47,8579526.64797897
1,51,48,8225551.748672242
1,51,49,8448071.52168248
1,51,50,8508572.666124988
1,51,51,8397114.479781829
1,51,52,8371346.590969092
1,51,53,8459160.690545173
1,51,54,8625428.340477992
1,51,55,8533803.538025519
1,51,56,8399253.498283075
1,51,57,8500291.25428978
1,51,58,8461143.411216186
1,51,59,8578286.063587023
1,51,60,8418265.572870748
1,51,61,8420010.376098633
1,51,62,8447891.344347078
1,51,63,8449274.24502026
1,51,64,8273664.24472459
1,51,65,8390045.785565127
1,51,66,8617337.12874959
1,51,67,8459891.481738253
1,51,68,8581419.665708603
1,51,69,8285076.696331773
1,51,70,8462976.054512277
1,51,71,8442651.795968486
1,51,72,8404067.414441174
1,51,73,8351293.246073752
1,51,74,8520359.314707631
1,51,75,8406243.431109784
1,51,76,8405754.49402714
1,51,77,8493403.961647496
1,51,78,8358550.521188348
1,51,79,8307481.778962348
1,51,80,8316066.296893457
1,51,81,8380490.7117843395
1,51,82,8273664.24472459
1,51,83,8351293.246073752
1,51,84,8563981.301248502
1,51,85,8589270.094549814
1,51,86,8395088.92611485
1,51,87,8436185.843493776
1,51,88,8448773.753136301
1,51,89,8453537.193449013
1,51,90,8534961.118725553
1,51,91,8509779.140927022
1,51,92,8446636.50111047
1,51,93,8390290.754944794
1,51,94,8273664.24472459
1,51,95,8338662.918700445
1,51,96,8363827.130738706
1,51,97,8436161.138869587
1,51,98,8362209.067647397
1,51,99,8362209.0676474115
1,52,0,8448773.081380188
1,52,1,8236791.29887922
1,52,2,8338662.918700445
1,52,3,8362209.067647405
1,52,4,8347484.530048678
1,52,5,8455778.938481513
1,52,6,8559545.7108675
1,52,7,8371247.01520512
1,52,8,8553982.779030524
1,52,9,8470807.553145258
1,52,10,8506797.26591564
1,52,11,8314664.42306978
1,52,12,8448400.999678297
1,52,13,8460608.17059852
1,52,14,8386008.329463007
1,52,15,8372358.919976517
1,52,16,8273664.24472459
1,52,17,8309440.676315509
1,52,18,8519210.014365593
1,52,19,8376727.409925763
1,52,20,8462976.054512277
1,52,21,8351293.246073752
1,52,22,8493403.961647496
1,52,23,8397428.09624623
1,52,24,8509400.786224702
1,52,25,8506261.530053142
1,52,26,8484322.337458322
1,52,27,8502469.121287892
1,52,28,8476919.625765419
1,52,29,8368694.289629972
1,52,30,8382867.463019803
1,52,31,8494514.546908114
1,52,32,8397114.479781829
1,52,33,8288389.229920871
1,52,34,8545537.646749876
1,52,35,8647890.29186608
1,52,36,8412518.074843079
1,52,37,8384099.128715759
1,52,38,8395257.45647848
1,52,39,8400394.086036608
1,52,40,8225551.748672242
1,52,41,8307481.778962348
1,52,42,8579520.681144124
1,52,43,8449617.82858632
1,52,44,8510328.735716391
1,52,45,8449668.68097601
1,52,46,8490209.698578633
1,52,47,8583511.810629442
1,52,48,8505488.493737651
1,52,49,8472322.151607765
1,52,50,8397383.689902889
1,52,51,8426025.657359075
1,52,52,8678017.75326736
1,52,53,8440773.682529457
1,52,54,8384910.91919685
1,52,55,8421648.573965488
1,52,56,8532044.387889344
1,52,57,8637666.503063941
1,52,58,8459160.690545173
1,52,59,8395088.92611485
1,52,60,8336104.463707726
1,52,61,8572254.54124176
1,52,62,8436161.138869587
1,52,63,8309440.676315509
1,52,64,8383941.334057096
1,52,65,8382186.132862878
1,52,66,8504368.07787649
1,52,67,8597431.408653464
1,52,68,8273664.24472459
1,52,69,8509779.140927022
1,52,70,8298584.8633943135
1,52,71,8388991.024503935
1,52,72,8339500.072447683
1,52,73,8348548.660264706
1,52,74,8336101.1197769735
1,52,75,8358550.521188348
1,52,76,8589423.853354037
1,52,77,8510152.202696625
1,52,78,8379726.577523052
1,52,79,8412107.834421853
1,52,80,8469038.324738968
1,52,81,8390045.785565127
1,52,82,8358550.521188348
1,52,83,8422833.388104865
1,52,84,8520136.394556336
1,52,85,8414017.088690082
1,52,86,8321192.274926859
1,52,87,8477091.72300317
1,52,88,8291054.066925999
1,52,89,8458847.028051503
1,52,90,8439278.30966612
1,52,91,8501754.646451091
1,52,92,8441156.329094114
1,52,93,8273664.24472459
1,52,94,8615741.540311305
1,52,95,8444819.911906151
1,52,96,8532479.974990916
1,52,97,8517973.538809853
1,52,98,8505734.7707526
1,52,99,8452051.047189938
1,53,0,8314201.950904735
1,53,1,8391950.799237372
1,53,2,8440110.59502706
1,53,3,8264412.734665686
1,53,4,8299467.362804518
1,53,5,8384499.746074378
1,53,6,8298584.8633943135
1,53,7,8440773.682529457
1,53,8,8291054.066925999
1,53,9,8494514.546908114
1,53,10,8475566.103262039
1,53,11,8511998.48591091
1,53,12,8351293.246073752
1,53,13,8509779.140927022
1,53,14,8351293.246073752
1,53,15,8397428.09624623
1,53,16,8502803.636521772
1,53,17,8331537.530612304
1,53,18,8273664.24472459
1,53,19,8235179.801920795
1,53,20,8564849.104242802
1,53,21,8514372.075886577
1,53,22,8395257.45647848
1,53,23,8506797.26591564
1,53,24,8369778.50326011
1,53,25,8350726.608703039
1,53,26,8501087.080446906
1,53,27,8431498.67735367
1,53,28,8425354.61854996
1,53,29,8486668.89004254
1,53,30,8382700.196034075
1,53,31,8305471.188841775
1,53,32,8594102.089360029
1,53,33,8567005.6147991
1,53,34,8510328.735716391
1,53,35,8236791.29887922
1,53,36,8309440.676315509
1,53,37,8358550.521188348
1,53,38,8442214.427636623
1,53,39,8377421.323211555
1,53,40,8439278.30966612
1,53,41,8273664.24472459
1,53,42,8448773.081380188
1,53,43,8288389.229920871
1,53,44,8368694.289629972
1,53,45,8520136.394556336
1,53,46,8447241.279399216
1,53,47,8487314.374088956
1,53,48,8373660.126892645
1,53,49,8508404.151609952
1,53,50,8532479.974990916
1,53,51,8273664.24472459
1,53,52,8317584.318635759
1,53,53,8273664.24472459
1,53,54,8630926.532949492
1,53,55,8589246.02563733
1,53,56,8288389.229920871
1,53,57,8309440.676315509
1,53,58,8467279.783173662
1,53,59,8545481.00459866
1,53,60,8346641.795857402
1,53,61,8599654.225616451
1,53,62,8364447.390726068
1,53,63,8447629.33342876
1,53,64,8348548.660264706
1,53,65,8449617.82858632
1,53,66,8576561.790449196
1,53,67,8665389.398043044
1,53,68,8287701.299696775
1,53,69,8520441.071435051
1,53,70,8549184.672078388
